time,x,y,z,yaw,ctrl_comp_time,x_ref,y_ref,z_ref,yaw_ref,throttle,roll_rate,pitch_rate,yaw_rate
5.000506401062012,-0.19929474592208862,0.05789337307214737,-0.022290825843811035,1.5657653423971047,0.00032329559326171875,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.0102996826171875,-0.19929474592208862,0.05789337307214737,-0.022290825843811035,1.5657653423971047,0.00033593177795410156,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.020347833633423,-0.19963490962982178,0.057356029748916626,-0.019810199737548828,1.5658371426090838,0.0003261566162109375,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.030432462692261,-0.19963490962982178,0.057356029748916626,-0.019810199737548828,1.5658371426090838,0.0003604888916015625,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.040892124176025,-0.1999962329864502,0.05680795758962631,-0.017479658126831055,1.5659543757770202,0.00035643577575683594,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.050405740737915,-0.1999962329864502,0.05680795758962631,-0.017479658126831055,1.5659543757770202,0.0003757476806640625,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.061227798461914,-0.2004852443933487,0.05600485950708389,-0.014205336570739746,1.5661242772341137,0.00037670135498046875,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.070395469665527,-0.2004852443933487,0.05600485950708389,-0.014205336570739746,1.5661242772341137,0.000354766845703125,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.080780744552612,-0.20081406831741333,0.05567266047000885,-0.011836647987365723,1.566233333839474,0.0003516674041748047,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.090380907058716,-0.20081406831741333,0.05567266047000885,-0.011836647987365723,1.566233333839474,0.0003535747528076172,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.1010003089904785,-0.201300710439682,0.05545038357377052,-0.007960200309753418,1.5663826375984258,0.00035309791564941406,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.110367298126221,-0.201300710439682,0.05545038357377052,-0.007960200309753418,1.5663826375984258,0.0006825923919677734,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.121098518371582,-0.2017091065645218,0.055200669914484024,-0.004382014274597168,1.5665148256263715,0.00034880638122558594,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.13041877746582,-0.2017091065645218,0.055200669914484024,-0.004382014274597168,1.5665148256263715,0.0003807544708251953,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.140826225280762,-0.20193971693515778,0.05501856654882431,-0.0021692514419555664,1.5666005831024843,0.00033164024353027344,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.150429010391235,-0.20193971693515778,0.05501856654882431,-0.0021692514419555664,1.5666005831024843,0.0003590583801269531,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.16028904914856,-0.2021389752626419,0.05482516810297966,-6.0558319091796875e-05,1.5666808730654431,0.0003883838653564453,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.170376539230347,-0.20223338901996613,0.05470673739910126,0.0009566545486450195,1.5667205549895962,0.0003535747528076172,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.180438756942749,-0.2023204267024994,0.05458586663007736,0.0019251704216003418,1.5667845893341288,0.00038313865661621094,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.1904284954071045,-0.2024003118276596,0.05446271970868111,0.0028710365295410156,1.5668489655766207,0.0003669261932373047,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.200558423995972,-0.2024732232093811,0.054337359964847565,0.0037947893142700195,1.5669108980212036,0.0004858970642089844,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.210306644439697,-0.20253930985927582,0.05420989170670509,0.004697024822235107,1.5669721577669524,0.00034999847412109375,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.2203497886657715,-0.20301714539527893,0.05403534322977066,0.00864487886428833,1.5670903657230155,0.00035262107849121094,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.230435371398926,-0.20323893427848816,0.05394347384572029,0.010516047477722168,1.5671439538741447,0.00036835670471191406,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.240363121032715,-0.20364803075790405,0.05375301092863083,0.014123678207397461,1.5672523130177116,0.0004215240478515625,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.250401020050049,-0.2038360834121704,0.05365469679236412,0.015862584114074707,1.5672955349121938,0.0003714561462402344,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.2602925300598145,-0.2040141522884369,0.053553786128759384,0.017559826374053955,1.5673393459174814,0.0004494190216064453,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.270404815673828,-0.20418252050876617,0.05345049872994423,0.019216597080230713,1.5673825674600415,0.0003528594970703125,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.280441761016846,-0.20449131727218628,0.05323699116706848,0.022350966930389404,1.5674628528458743,0.000392913818359375,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.29030179977417,-0.20463213324546814,0.0531269833445549,0.023862600326538086,1.5675009303010254,0.0003440380096435547,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.300565242767334,-0.2047642469406128,0.05301513150334358,0.025338590145111084,1.5675364826152816,0.0003616809844970703,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.310295581817627,-0.20488184690475464,0.052869729697704315,0.02677994966506958,1.5675722834180181,0.0003638267517089844,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.320340871810913,-0.20509277284145355,0.05257439985871315,0.029562294483184814,1.5676905938808714,0.0003476142883300781,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.330377101898193,-0.20518653094768524,0.052424561232328415,0.03087371587753296,1.5677464637823117,0.0003609657287597656,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.340316534042358,-0.20544037222862244,0.052498262375593185,0.0316123366355896,1.567800983746118,0.0003387928009033203,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.35040545463562,-0.20568278431892395,0.05256469175219536,0.03233462572097778,1.5678577785910406,0.0003638267517089844,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.360356569290161,-0.20613473653793335,0.05267654359340668,0.03373187780380249,1.567965470089607,0.0005056858062744141,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.370375394821167,-0.20634479820728302,0.052722424268722534,0.03440749645233154,1.5680152691886444,0.0003502368927001953,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.380423069000244,-0.2065485566854477,0.0527598075568676,0.03504139184951782,1.5680639749932328,0.0003657341003417969,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.390374422073364,-0.2067423015832901,0.05279100686311722,0.03566133975982666,1.5681160497329598,0.00039577484130859375,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.40063738822937,-0.20710083842277527,0.05283571034669876,0.0368611216545105,1.5682190248093055,0.0006747245788574219,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.41035008430481,-0.20726624131202698,0.05284948647022247,0.03744155168533325,1.568268150820463,0.0006690025329589844,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.420409679412842,-0.20742273330688477,0.05285779759287834,0.0380094051361084,1.5683160167335066,0.0005826950073242188,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.4304327964782715,-0.20757058262825012,0.052860889583826065,0.03853815793991089,1.5683641363634035,0.00036597251892089844,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.440315246582031,-0.2078409343957901,0.05285215005278587,0.039561569690704346,1.5684546458609292,0.00034689903259277344,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.450543642044067,-0.207982137799263,0.052824974060058594,0.04005688428878784,1.5684999033638167,0.0006244182586669922,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.460274696350098,-0.20849576592445374,0.05250182002782822,0.040136635303497314,1.5685711236554583,0.000354766845703125,1.0,2.0,-5.0,nan,nan,nan,nan,nan
5.470398902893066,-0.20899251103401184,0.05218150466680527,0.04021608829498291,1.5686420050319514,0.0003542900085449219,1.0,2.0,-5.0,nan,nan,nan,nan,nan
